January,February,March,April,May,June,July,August,September,October,November,December
772,141,179,998,134,1585,1689,120,0,1276,101,805
86,394,120,0,758,590,206,1525,1621,85,122,123
92,90,0,1309,294,156,0,163,289,116,460,73
983,844,172,93,308,117,0,0,1071,1005,103,79
1674,1786,0,127,0,136,1744,976,668,1649,145,0
104,91,702,468,268,639,662,806,120,552,1069,0
0,1663,113,88,130,90,1059,97,1730,170,81,109
114,624,1479,110,328,1570,719,911,167,0,375,499
135,85,1081,1116,1562,759,107,1778,107,1004,1612,740
741,114,1698,100,132,1445,174,1234,89,1785,120,158
814,1307,0,1510,97,226,121,1525,146,639,90,114
1731,111,1756,790,535,723,1752,1533,105,150,133,774
163,1531,495,243,122,94,1227,1354,106,106,129,598
1711,94,829,443,97,94,154,1179,1393,1469,1564,1697
155,90,907,105,128,970,1482,1336,521,0,1605,306
527,174,89,1199,148,0,134,1558,671,1210,0,1515
0,98,444,131,74,319,113,1358,132,1577,164,412
1404,602,154,1481,1738,154,95,986,0,533,1041,1271
961,123,115,122,0,154,1013,1138,1267,827,1350,299
144,1341,559,117,129,72,1463,1105,104,1270,108,0
96,909,1352,0,0,174,1428,101,72,112,130,98
1092,1306,1725,465,78,119,0,1048,1606,87,109,553
132,1132,669,1780,1336,647,163,1475,1179,1766,100,112
104,965,537,1614,1251,74,246,86,124,0,228,0
1145,0,633,113,206,1721,984,0,980,115,1137,622
114,851,99,142,133,0,0,108,118,1258,143,0
343,129,308,700,1584,374,1205,94,601,1270,164,93
0,0,154,1439,114,1594,1387,0,1269,0,0,448
1028,639,497,91,1688,1080,1651,1419,1070,352,104,918
116,1043,138,1419,112,1238,1648,98,118,1751,120,1330
0,0,97,0,710,78,1675,1333,481,135,134,1656
0,0,106,1086,102,609,1285,581,127,404,689,174
1541,1756,76,675,967,684,1162,115,94,599,70,629
87,103,1775,145,408,98,709,95,168,1254,1746,132
630,127,589,1681,77,657,168,546,921,876,0,84
0,124,83,96,118,1665,1601,104,1604,0,390,551
1362,1112,1794,111,100,156,0,149,1286,1325,922,114
621,139,0,102,1351,0,1089,655,982,140,1371,173
130,89,312,91,90,290,92,81,562,921,659,0
988,180,755,0,1695,211,1652,133,157,125,1730,93
160,122,114,167,71,0,1057,119,981,116,97,125
1772,160,115,120,0,0,108,588,91,1237,662,112
0,1466,674,104,0,363,168,732,0,0,1534,1704
164,1420,112,1712,797,311,1279,0,279,1130,79,0
326,645,656,1321,72,85,1195,167,126,134,1202,983
990,125,774,447,1208,125,142,95,0,177,120,135
736,695,1430,1277,164,94,92,1502,164,106,0,1359
120,1677,1409,1777,564,105,167,1792,109,123,451,111
97,171,940,244,1607,110,1488,71,1166,1414,1591,977
0,107,1173,1231,170,159,0,602,110,125,418,169
0,1006,314,374,179,138,92,1139,93,135,1481,776
1389,129,109,1106,246,80,811,1780,1794,124,1424,1707
0,91,0,0,121,93,1505,107,686,0,309,82
0,129,616,1339,593,118,113,930,119,106,122,0
1445,92,717,103,85,105,289,104,1024,148,520,1584
124,95,1081,1351,1477,118,1595,1095,105,73,1189,798
1600,763,129,125,91,919,84,102,536,109,1113,127
129,806,1748,110,0,1020,104,89,1654,98,70,1205
1516,96,1712,0,1765,120,88,132,132,0,1133,591
0,915,116,431,0,753,0,1650,0,455,130,913
504,0,1618,0,0,165,727,1125,0,148,1799,0
1020,928,0,0,120,377,1537,1800,1284,131,940,1700
137,678,0,959,0,178,517,80,1707,647,135,166
0,1428,554,121,1700,146,1594,1384,1491,0,93,617
874,1129,105,296,981,1740,96,155,0,990,98,94
1263,127,96,1053,118,1476,128,1240,301,1570,141,145
1692,887,0,707,129,124,1319,733,1270,116,0,130
883,80,0,1065,130,72,1362,1445,90,92,488,332
998,1797,127,337,1380,88,77,907,84,0,1429,550
94,456,1269,1041,820,1545,122,1795,1007,97,132,557
338,719,117,101,1495,97,117,1667,815,131,116,129
90,1419,160,878,84,0,117,164,110,109,131,133
979,168,393,0,132,840,0,89,1017,126,0,154
1631,120,121,1126,1071,95,1266,1193,683,0,701,1287
471,385,86,134,1124,108,1387,1121,154,134,0,1558
683,0,275,113,419,1625,1061,1640,647,439,1067,0
824,1643,457,1781,0,143,1309,0,152,0,1603,116
0,1301,90,610,92,962,0,141,570,722,270,1478
102,363,0,136,91,867,100,1258,94,1575,1729,1419
90,93,1219,89,254,129,1231,1008,1471,994,151,1376
1169,0,0,94,120,0,1091,0,506,117,1254,116
575,107,161,1385,559,103,93,173,117,265,0,754
328,0,1525,630,0,141,1570,1341,127,0,97,522
94,1224,1646,369,230,419,124,851,104,396,91,0
106,89,133,71,1759,978,151,1619,112,1756,1261,126
346,116,157,80,103,1228,494,92,120,1043,863,695
118,99,109,91,105,71,91,74,137,737,1193,171
724,140,71,902,230,0,1245,0,1780,82,492,90
551,1473,0,91,102,1043,121,773,123,179,170,71
134,226,853,149,1508,106,85,1219,147,130,550,581
1602,86,1209,1482,1446,1695,93,128,283,1656,704,88
918,148,252,517,1778,151,138,1309,104,0,346,1189
873,131,299,147,96,89,87,115,738,103,1793,99
1689,116,1327,1534,115,162,111,130,117,147,151,317
395,104,111,112,85,113,574,482,107,454,125,180
1497,1653,973,760,100,1656,130,86,1483,707,887,127
1425,1510,445,1498,0,126,1253,829,146,146,0,101
178,87,91,227,94,366,91,104,1761,119,135,816
105,804,106,113,84,1551,1143,1701,134,96,0,966
113,0,0,0,79,129,748,134,866,111,89,94
0,88,396,374,129,1396,880,567,1270,0,1046,934
106,358,95,791,134,91,0,132,553,71,522,698
133,832,1087,0,0,1237,814,897,1070,0,78,1333
83,682,109,1280,1251,80,89,1165,1041,111,788,1371
710,1560,487,606,132,861,128,93,157,114,119,107
107,127,70,600,113,1465,95,273,1345,371,89,300
126,130,1452,960,119,107,1682,371,119,457,260,112
566,91,640,147,0,1329,134,1782,278,0,0,162
1354,316,0,1107,93,0,1612,686,1114,0,103,948
1345,108,1328,135,112,1490,1422,620,138,132,100,1116
1252,150,1095,98,566,104,1464,694,1366,1440,681,1544
136,960,354,653,1527,593,997,99,1095,114,1358,1489
1709,0,129,474,105,905,101,82,539,132,101,84
110,101,85,123,1308,1234,218,112,0,1081,814,1456
493,1564,1340,1615,109,231,671,145,0,0,627,0
437,988,95,0,94,1541,103,650,1017,1746,1224,95
1368,818,0,106,75,92,911,0,1193,649,119,752
1645,72,135,929,1000,1210,106,0,134,119,0,97
92,114,610,1676,1458,0,1134,1151,961,96,736,714
1230,0,1268,1313,0,1160,1581,304,1116,0,1730,1158
675,1518,1356,0,108,471,103,274,723,1757,1661,1306
78,627,568,300,371,0,132,96,1593,103,500,134
0,81,898,338,819,1397,107,129,113,100,349,1219
672,82,166,1205,132,85,121,308,798,168,0,225
1611,1676,76,726,151,923,1029,151,93,1229,155,359
267,698,152,135,179,1349,686,550,97,123,1025,1784
0,1281,135,784,1406,132,91,1457,1297,94,543,421
102,1374,1195,0,112,0,100,954,110,0,849,1271
122,0,140,244,1268,398,157,90,0,110,1716,1657
1677,90,140,1186,1794,1250,0,100,1752,105,1781,1584
111,168,0,911,1655,1179,121,765,0,115,108,168
1386,120,1117,1031,73,122,1264,411,101,1299,107,1408
1556,124,104,1725,72,820,138,104,129,1237,596,89
0,113,806,0,1356,334,0,475,118,0,115,153
980,1565,112,1214,691,1041,1362,98,113,115,289,676
107,127,131,123,122,1430,1336,101,0,454,172,777
135,832,1628,1728,142,538,180,118,118,166,377,0
166,828,1472,438,998,126,904,88,112,0,1574,91
105,129,618,844,134,402,0,89,75,519,118,1617
286,105,1175,0,89,716,95,126,125,131,131,176
137,126,456,862,1111,285,0,0,351,620,96,162
118,755,0,234,92,1716,91,1061,822,114,1513,121
150,1769,1170,604,75,875,92,0,1600,287,168,1746
97,1634,0,203,0,1788,351,116,1468,0,0,140
143,656,84,0,92,1105,97,0,483,91,177,425
1592,172,108,346,101,0,151,674,97,408,0,1622
596,1568,149,1019,264,736,0,95,122,358,119,1257
1530,112,116,688,108,133,959,503,414,321,594,1114
1795,0,0,1381,98,90,1401,1464,1460,1481,108,0
127,0,1373,930,85,818,95,1393,1277,0,550,131
144,92,403,117,763,0,126,1234,667,411,95,794
109,528,99,114,99,0,368,854,126,1661,1305,129
1156,106,127,698,141,96,541,1219,1341,127,1117,0
121,137,114,102,0,120,1327,1784,148,1266,71,311
871,111,363,748,106,1559,162,107,76,642,119,255
111,855,0,1722,111,1775,354,117,0,1522,137,125
0,89,0,555,656,1773,1093,111,105,1163,1529,653
1373,419,390,1294,154,92,155,857,0,97,90,385
1357,1120,83,0,123,1725,1325,170,114,221,581,681
119,1404,772,81,115,80,1179,102,1338,0,559,955
1025,217,0,630,130,114,1089,104,1755,120,1043,0
132,202,878,132,967,133,178,148,171,1798,1592,85
224,1449,128,0,672,115,162,1304,205,118,696,1272
1424,351,145,79,110,671,1240,93,0,133,521,90
1254,762,360,770,818,642,1452,75,98,859,88,1079
126,90,1211,0,101,1732,1485,0,1383,966,93,0
128,0,83,1418,0,135,0,809,89,1213,0,915
135,1216,90,101,92,132,800,1003,757,268,0,89
0,0,637,135,115,116,1557,1339,96,132,531,135
144,1538,143,110,1146,1181,1238,86,1489,132,1656,159
1241,178,697,990,778,176,173,130,1093,1527,125,812
78,0,111,1377,260,968,0,1137,120,93,562,1103
1081,85,100,0,326,104,154,93,174,157,548,113
173,1405,544,270,129,101,1124,105,357,1764,148,87
101,787,109,1517,321,101,90,1022,533,133,125,1271
113,271,500,0,0,173,0,124,1319,94,1054,1595
124,342,173,179,0,117,129,1608,1029,217,1123,1737
0,889,96,1749,1195,109,401,97,134,111,1566,648
0,206,95,0,1370,234,132,1668,1794,1483,1093,92
137,105,116,1449,1416,0,1778,829,1351,104,97,1275
1438,1013,1050,180,869,282,138,177,1282,1495,1516,703
0,94,0,1336,130,513,1481,117,76,128,229,0
0,1582,202,0,177,123,89,839,880,496,642,0
1123,1556,145,243,1622,71,495,142,124,102,132,0
666,1424,89,1193,420,416,115,177,90,355,1351,787
146,1593,1291,0,94,135,0,1374,0,110,1383,156
134,89,1774,1450,222,992,117,153,122,112,74,1769
90,256,1756,163,99,173,104,1264,574,81,0,1312
1426,1178,1524,568,93,1010,96,807,1426,114,145,91
1429,176,1490,1515,120,152,1100,1768,174,552,731,1643
0,122,357,105,1663,172,166,1228,161,91,177,158
726,85,988,134,101,1742,88,0,94,103,0,514
146,79,0,1081,298,566,120,73,94,92,1037,0
85,951,75,842,105,116,1589,128,104,108,0,117
113,1007,537,461,147,110,494,280,103,87,1207,98
1415,515,756,0,0,855,120,88,1000,642,897,731
384,129,103,89,155,648,1388,95,1220,707,125,123
0,101,808,70,439,95,1799,925,83,115,163,82
1040,111,1134,108,935,1784,108,129,108,105,1213,167
0,85,94,253,0,1096,0,749,135,109,111,179
567,78,371,432,1239,138,84,725,152,131,85,544
1213,477,532,560,523,1503,1325,116,0,115,139,1578
121,114,118,1512,134,79,1049,94,300,114,1583,113
150,0,259,1214,113,1356,515,379,1450,1527,729,859
223,545,0,1061,1259,125,159,1199,0,118,594,168
104,115,0,372,391,627,115,1168,806,752,362,171
124,121,126,683,85,144,1065,99,598,122,130,108
92,112,0,450,920,0,365,131,121,86,91,1722
117,765,1536,281,116,815,0,0,763,510,243,721
112,1376,462,0,0,1405,1305,517,108,140,1529,1446
1681,1142,102,102,244,116,1674,96,920,1577,1594,1395
1663,0,107,115,163,79,1063,837,160,1388,106,118
1090,121,110,780,1221,0,485,155,127,129,88,158
1213,122,118,360,246,130,86,91,565,827,307,468
102,319,1260,1444,112,443,1084,558,1727,0,696,159
844,0,704,1056,117,1331,622,1695,1669,0,87,1561
91,917,675,102,481,125,135,94,120,554,152,0
222,130,103,1398,112,135,85,127,117,1642,88,1418
1392,0,120,163,147,81,125,1793,122,0,1469,0
445,77,448,120,0,1539,124,1757,110,179,0,102
116,218,902,918,358,0,158,1021,279,803,405,91
325,161,121,572,0,368,316,93,127,1771,91,103
157,93,1658,120,496,1429,134,0,132,1316,1382,0
144,163,0,1293,1099,0,1710,824,163,108,97,1444
1498,1343,289,483,903,94,432,801,1003,1707,1599,1096
511,0,378,77,86,1679,490,101,0,1027,863,0
1525,232,96,136,1372,1514,765,99,323,961,1045,0
94,1208,458,75,113,222,1002,872,0,0,1645,760
768,984,82,1393,1283,128,648,0,282,97,111,168
908,0,1472,0,1718,1375,140,678,747,122,111,1119
102,1575,139,466,635,237,165,85,171,98,97,979
153,0,928,852,101,1647,1719,944,239,0,286,893
0,0,0,99,625,613,0,351,618,1609,148,89
1733,243,1442,105,127,99,79,1697,1407,121,1562,1102
87,0,834,1579,115,143,131,364,92,653,0,123
130,0,0,122,1215,104,677,178,1168,0,950,142
762,1388,169,96,1586,132,98,106,304,1256,120,516
159,0,167,130,371,237,133,690,131,93,349,134
90,98,632,1581,330,1069,108,96,290,1514,960,209
769,111,1536,85,163,114,470,1366,1537,135,96,109
130,126,147,349,1089,128,1644,113,550,1424,255,738
678,1634,1599,364,1785,108,1127,376,1102,1477,320,1303
94,402,1435,90,0,1665,113,0,369,1637,155,165
428,398,0,1424,123,778,159,473,0,618,111,1778
1132,1092,845,1672,101,103,71,817,107,138,499,160
838,572,76,90,1323,1090,783,1266,781,0,139,0
114,0,93,1599,145,85,0,1479,665,474,739,166
1397,98,77,1396,158,79,637,116,101,120,179,0
1365,123,785,542,169,309,612,1496,140,0,547,145
1530,73,99,98,1379,0,1646,1350,869,129,1332,1537
552,84,1350,121,1622,91,103,241,85,915,884,105
855,1731,269,468,1611,1145,1587,0,0,112,1164,115
1233,1087,1365,94,550,70,99,77,1221,113,1343,87
160,119,133,795,477,1165,0,102,125,1175,80,126
175,635,117,125,150,1373,124,727,130,93,618,454
1549,1388,1184,1405,467,85,1752,1635,726,146,0,1044
0,0,142,0,1112,89,391,841,179,0,133,0
112,433,925,120,116,470,124,95,772,753,0,1217
1588,211,1013,1372,780,676,110,149,180,1368,114,491
523,107,1335,435,702,1733,0,1385,0,113,1211,1601
79,597,1607,1781,151,1552,1286,75,277,1546,944,72
101,92,118,1286,0,125,1719,104,787,158,278,128
350,759,156,1339,1083,847,115,1152,0,123,1106,245
804,803,1495,222,133,316,274,912,131,0,519,119
95,415,1308,95,131,1616,119,512,1461,98,1795,655
595,133,435,873,103,0,401,85,1512,178,925,745
1617,90,270,1696,164,1319,384,0,107,1587,528,263
1457,1270,1478,0,86,1004,110,131,134,386,790,98
1629,728,1794,478,105,93,74,85,80,701,974,1288
0,1465,93,940,760,91,97,127,765,1123,0,0
1517,0,595,120,1591,779,0,130,1334,99,334,97
219,143,93,948,1361,398,85,133,129,134,126,1108
0,1054,118,1151,169,119,717,335,1514,949,1717,111
148,1633,113,349,172,1369,1278,85,1287,87,1221,132
129,85,130,889,130,423,1508,414,123,1497,97,575
109,106,768,131,1320,89,1243,95,868,382,966,124
135,86,0,92,130,1320,154,109,131,114,1734,571
0,557,0,1127,72,301,506,1257,331,0,767,1399
1013,177,667,1434,130,474,1734,1501,1564,84,158,530
179,155,0,70,1297,1085,827,372,119,592,107,180
0,119,210,180,1737,1087,1739,738,0,116,1028,829
1693,0,1771,665,981,213,162,1104,691,1064,1715,1306
98,106,1256,117,87,87,986,107,150,1435,85,113
1467,1653,151,978,141,944,75,1012,0,119,73,437
1194,893,150,730,147,821,0,986,1712,398,978,171
113,244,85,119,504,137,101,85,417,118,1632,1293
1118,1047,611,1756,74,1128,1226,1592,95,243,1595,305
620,1122,148,1619,996,297,152,174,88,99,126,519
0,259,140,429,113,261,1768,138,133,126,929,154
1197,1323,1767,1690,1689,823,1201,1338,968,156,117,781
135,1552,959,1464,140,106,1093,119,0,116,92,85
0,1697,0,100,1346,166,1423,585,110,381,143,1659
0,1209,219,0,424,114,114,86,131,1697,107,0
1560,148,0,93,1360,104,80,1419,0,1314,0,0
1281,866,439,723,101,482,109,714,544,138,592,1379
132,741,172,87,1381,0,0,1217,79,874,1785,93
96,1638,348,1004,1698,132,134,144,129,216,1622,645
1589,794,1661,1006,1088,129,1310,128,93,1645,1103,478
149,91,1501,443,1475,664,792,157,149,154,966,744
587,577,0,1416,785,645,639,1000,74,439,129,118
0,515,1509,817,747,133,89,115,85,957,110,89
1362,107,1730,87,1528,954,0,370,1259,91,1552,107
171,1354,1713,169,917,154,1696,71,540,131,786,99
0,94,125,0,126,580,128,1083,0,996,1667,1081
116,874,137,844,1513,1017,98,273,102,136,90,111
110,1267,101,0,1058,156,0,937,124,897,715,1373
877,100,95,126,73,1399,109,113,112,1745,1734,119
116,643,590,306,0,1028,146,93,536,422,656,711
1356,1225,132,894,1343,176,226,1798,757,1162,125,377
127,1071,78,130,632,1210,118,1648,0,74,86,147
602,1300,100,1243,569,1553,102,101,935,1675,135,118
118,0,908,0,1409,488,614,522,530,1749,1105,145
86,111,0,174,305,441,99,75,110,1582,0,265
628,1306,1595,782,850,569,1691,158,115,133,247,1299
1203,91,85,121,0,1200,1053,97,138,598,809,97
1290,730,1631,125,80,653,84,103,236,156,1726,0
573,555,1409,94,159,584,180,112,249,1344,1782,96
0,889,1055,0,148,384,0,408,781,105,115,399
0,827,333,141,303,1011,90,0,1252,106,1520,435
170,88,1132,789,651,1437,1192,983,113,116,94,1797
0,623,304,517,0,110,689,522,140,151,155,1680
106,0,1757,1704,0,177,1315,1166,159,1251,1560,1496
259,132,110,221,103,134,155,106,1300,341,1050,94
1377,1482,113,990,0,426,1767,953,93,1592,106,1668
90,566,168,431,180,141,155,0,0,1268,0,109
94,1133,134,131,1397,264,0,135,1515,1392,519,1654
1260,0,114,1080,129,165,99,87,0,92,134,1784
693,1027,1400,657,537,132,0,160,496,116,1752,88
92,1333,1694,130,113,1354,86,988,505,849,863,885
1652,642,375,745,107,170,124,121,1195,1321,1446,848
132,153,0,0,497,0,0,90,367,71,1126,1247
96,119,808,390,117,1082,0,133,89,1760,0,1115
1328,1392,1617,0,1246,708,0,915,105,1323,674,1112
1714,0,102,0,120,1595,299,0,1123,174,1004,0
134,394,103,863,609,822,115,1520,1795,72,1206,93
122,749,1247,111,1635,992,1270,1137,135,87,443,549
588,1444,140,0,1462,0,1384,117,180,0,509,117
82,124,81,999,1312,114,1707,109,1461,120,105,351
109,981,700,0,766,1098,105,121,81,698,151,610
0,1732,558,170,756,163,106,761,117,1345,121,0
257,121,0,1302,1790,1543,886,927,1681,1725,142,467
0,0,121,167,0,149,682,118,0,175,1056,326
1283,1353,99,1505,131,976,371,228,827,166,78,115
0,93,1275,289,355,412,132,1020,664,520,1725,0
79,1301,0,100,88,0,1348,681,111,0,660,1734
151,142,547,0,113,96,430,111,491,0,658,251
111,104,698,666,94,179,1056,116,1497,773,731,1632
1647,94,92,221,0,127,619,0,681,101,117,0
125,830,94,1287,121,204,285,166,1789,97,172,123
644,112,121,361,0,759,120,1471,114,112,144,134
142,789,129,0,0,1572,158,105,85,1789,1371,141
113,132,747,1752,96,290,108,119,112,1593,710,104
0,132,474,107,0,0,655,143,0,87,281,97
818,130,75,595,134,1294,131,121,145,450,88,1095
118,163,131,1183,1229,705,157,110,96,460,125,115
108,170,875,113,537,0,0,1038,761,1582,0,1142
170,954,167,339,1002,668,0,122,102,730,121,121
1014,843,1409,80,269,1271,118,208,919,1723,144,166
744,1405,121,289,1365,101,111,100,1448,0,94,1268
1118,1540,1520,577,118,114,691,1620,582,102,157,1101
0,419,111,115,126,95,214,891,95,0,1011,1719
108,89,124,741,117,903,133,78,1327,1088,201,86
1162,1244,575,0,155,167,0,1717,0,1305,1139,92
808,1712,670,118,554,152,669,93,84,107,126,1656
110,1162,120,171,112,130,131,1576,697,0,1328,135
0,168,1576,1113,0,567,0,489,1731,146,785,1232
1203,737,1703,1451,173,0,1707,125,342,164,1294,140
408,1364,226,108,1482,144,0,161,936,91,103,948
0,553,79,1490,722,751,88,1163,101,1711,266,1695
85,126,331,0,597,0,1090,1433,490,457,1099,105
1433,1558,261,117,1452,108,125,112,122,131,115,88
103,1450,0,114,1073,964,76,1580,790,99,939,155
595,133,0,1348,91,1786,131,167,394,1155,403,106
78,1241,133,130,127,1350,1383,917,105,254,957,599
1769,130,1448,125,378,0,1315,672,743,1247,172,903
100,134,1677,143,84,86,101,221,532,93,1400,98
0,95,90,1442,1062,90,1420,0,1139,1104,457,1537
0,1336,86,102,1586,110,104,0,1084,1783,0,86
213,127,98,0,895,1199,97,93,454,1318,171,73
700,1414,1785,135,510,1217,1073,90,933,122,1221,914
232,482,1446,258,716,1475,0,887,1213,119,149,86
466,949,284,0,256,513,1454,0,1617,1516,599,129
170,115,1282,1567,1384,1071,249,1213,122,1054,76,940
127,0,1720,116,128,0,1644,755,0,133,552,96
1592,0,143,638,994,1147,0,0,177,87,571,93
339,1382,1054,1087,140,172,1658,1382,126,513,0,1444
0,563,148,110,283,1624,135,262,131,761,1212,988
715,815,0,140,0,470,109,135,85,135,504,157
95,468,122,1526,516,0,74,100,116,0,1747,1482
166,134,105,481,109,0,90,681,106,132,74,0
171,1209,0,437,0,97,1107,1482,689,0,264,616
517,425,766,79,895,1100,1698,168,810,150,1627,160
421,840,431,121,141,77,0,1123,112,0,546,1350
0,156,921,128,1741,179,126,1597,1600,874,1319,1703
1083,979,124,351,0,649,78,1644,99,1289,177,798
81,140,699,0,222,1782,1233,618,1460,494,108,292
1217,515,417,964,1630,500,105,719,137,1549,1559,0
1704,843,0,501,1004,107,374,863,578,1253,121,115
97,128,133,1309,152,245,124,107,1645,143,203,77
406,92,1494,180,96,560,546,125,1310,0,80,170
1108,118,124,413,87,83,809,109,104,598,90,1763
787,0,813,94,1784,883,0,1651,815,1471,81,96
1565,1430,0,1754,1118,312,1697,178,355,1799,1426,1048
0,1166,0,0,254,167,1469,0,110,139,88,1723
1166,0,1022,1319,126,1406,86,745,132,1110,1602,135
120,1369,1349,1357,87,107,248,1690,0,1708,111,122
169,0,358,108,121,119,1356,0,96,112,109,769
130,89,95,1081,122,119,123,644,1046,74,87,1474
306,119,493,86,132,930,111,1207,728,131,113,105
112,502,1761,99,129,931,96,1481,106,477,108,77
0,598,117,781,73,1170,1648,120,98,232,0,98
457,450,1715,153,1297,114,328,0,132,1649,125,92
119,433,137,0,89,300,960,1664,1234,112,86,218
1008,1624,1325,173,976,831,0,1396,88,1045,755,90
108,1368,113,0,0,117,131,918,476,105,808,129
666,1195,112,755,373,639,1777,0,78,353,133,483
452,903,455,1355,401,119,1780,81,1088,437,1212,167
114,1062,97,127,1076,714,701,226,408,91,110,603
91,74,91,87,546,1381,919,159,1519,462,125,1611
96,742,86,91,560,99,1279,122,136,135,1398,95
108,119,177,1097,70,407,114,127,88,0,84,91
150,1205,292,0,590,134,1419,1598,1188,0,151,1189
245,110,1115,105,1770,98,0,819,1390,1468,641,1118
426,1546,1642,473,0,938,874,120,129,1201,694,127
175,977,124,94,0,1678,114,157,1067,103,1008,107
393,179,85,268,113,104,0,76,1679,1272,625,89
1121,1723,507,103,105,88,94,1602,102,0,160,1137
1536,104,1009,0,126,98,760,0,293,0,82,169
1413,124,110,1744,1423,461,1532,321,150,607,111,815
99,1316,158,110,0,267,103,133,101,0,371,88
0,125,1454,131,92,1770,890,1782,750,1758,87,95
217,807,1492,400,409,1557,771,123,1517,122,135,101
261,400,89,122,1171,1209,0,1061,1390,0,1258,1718
148,630,637,1501,1479,674,138,409,1460,1500,1055,96
1166,340,79,1536,443,0,99,0,732,1353,633,518
1084,1423,719,153,0,1042,0,210,71,151,1718,808
239,122,118,152,155,145,131,123,1380,131,127,206
